content,score,sentiment
terima kasih sudah memperbaiki aplikasi mbca dan tidak perlu lagi menonaktifkan aksebilitas mohon ditambahkan featur biometrik supaya lebih mudah lagi dalam mengoperasikannya jangan kalah dari aplikasi mobile banking lainnya,5,2
sangat puas,5,2
oke,5,2
good,5,2
mbanking bca makin kesini makin gak jelas banyak saldo terpotong yg keterangan kegunaannya untuk biaya adm di perjanjian awal adm hanya rb tp ini lebih aplikasi juga lemot padahal saya pengguna setia bca tp makin kesini makin mengecewakan seperti beberapa aplikasi ecommerce lain yg eror,1,0
beberapa hari lalu saya ditelfon nmr gk dikenal bilang bca cabang jakarta dia menawarkan kartu kredit bca ke saya dengan tau nama lengkap saya dan alamat rumah saya tolong dong bca kenapa data data nasabah bisa bocor begini ya kalau yg gak tau seperti saya gimana,5,2
saya ganti hp saya ingin memindah kan akun tapi gak bisa karna kode otp tidak bisa masuk dari pagi sampai malam saya coba tetep gak bisa ruwet hrus  sim lah hrs pakek wifi lah dll semua sudah saya lakuin tetep aja sama untung gak di suruh naik ke atas tower,1,0
bikin rekening mudah dan cepat,5,2
 mas sta qsfw xz_,2,0
,5,2
sudah normal sekarang ga ada lg masalah accessibility,5,2
mudah operasionalnya,5,2
ini kenapa pas masukin no rekening terjadi kesalahan coba beberapa saat lagi kenapa gitu dh,1,0
ruwet amat harus registrasi ulang di atm hanya karena lepas simcard ga fleksibel,1,0
kok akun mbaking bca saya beberapa hari ini selalu tidak bisa diakses yaa tulisannya sementara transaksi tidak bisa diproses,3,1
aman dan amanah,5,2
coba seperti brimo bri gak perlu cari tanggal mengecek mutasi langsung ada otomatis,4,2
notifikasi buat ada transfer masuk aja gk ada masa harus screenshot terus udh gk jaman nya lagi begituan,1,0
jadi lebih mudah,5,2
aplikasi jelek bgt masa daftar bank nya gak ada bank bca dan semua nama bank terpotong bikin aing bingung ,1,0
terus²an minta verifikasi sudah beberapa kali ehh ujung²nya harus registrasi di atm kenapa gk dari awal mohon di perbaiki apps,1,0
kenapa di flazz sekarang nggak ada menu top up ya cuma bisa cek saldo flazz aja tolong di perbaiki lagi ya bca,5,2
saya mau daftar ke mbca malah gagal mulu dari awal saya pakai bca bagaimana ini,1,0
sangat membantu,4,2
pindah bank aja lah keputusan sepihak rb jadi rb tanpa ada pemberitahuan,1,0
mau ganti no mbanking riweuh,1,0
memudahkan transaksi perbankan dalam genggaman,5,2
unk bca mobile sangat membantu cuma unk inbox tidak bisa di hapus kaya dulu sehingga bekas transaksi menumpuk,5,2
cant use it cant turn off accessibility,1,0
good edit oct  theres a bug in latest version every time i open mbca the app crashed edit nov  the app finally works without the need to turn off accessibility service,5,2
parah ni aplikasi baru di install udah forceclose di buka lagi malah ngfreezeudah coba uninstall terus install ulang lagi masih sama aja gitutolong jangan kasih alasan koneksi harus stabilaplikasi versi terbaru karena semua sudah terpenuhi,1,0
susah d downlod,5,2
andalan terthebest,5,2
saya mengembalikan rating menjadi bintang lima karena akhirnya bca menghilangkan kewajiban mematikan fitur dari sisi pengguna semoga kedepannya lebih bijak dalam melakukan pengembangan software dan tidak meminta user mematikan fitur yang penting,5,2
top,5,2
mantap,5,2
verifikasi wajah gagal terus padahal data sudah benar semua,1,0
setelah update terakhir force close terus mau bca mobile atau mybca kenapa harus matikan accessibility baru aplikasi berfungsi saya butuh accessibility untuk double tap to lock screen dari nova launcher edit update terakhir sudah tidak ada kewajiban untuk mematikan accessibility good job,5,2
sangat membantu sekali terimakasih sukses selalu,5,2
cuma karena lupa pin masuk mau verifikasi ulang aja gagal mulu udah pake pulsa gagal pake data seluler juga gagal maunya apa sih,1,0
meemuuasskkaann,5,2
mantap,5,2
ko dana selalu telat masuk yhdi mutasi sdh masukbukti nytpi dana g masuk lamakno jelek yh skrng bca mobile sering banget sy ky gini kadang g masuktpi mutasi masuk trusapa da siluman ny di aplikasi bca,1,0
setelah update  hari yang lalu sampai hari ini lampu menyala merah dan g berubah berubah tidak bisa melakukan transaksi apapun tolong solusi secepatnya,4,2
mau bikin via online aja selalu gagal ngabisin pulsa aja gmn lah bca jaringan ku dah ok,5,2
kenapa uang transferan sya dri tgl  november smpai tgl  blom juga masuk,5,2
apaapaan ini bca dalam satu bulan biaya pemotongan dari pihak bcanya banyak banget mana  kali potongnya bisa k ke atas ini mau nyuri ya,1,0
bank paling ribet apa apa pulsa padahal ada whatsapp,1,0
setelah update kok malah keluar tiba tiba tolong segera di perbaiki,5,2
kenapa m banking saya gak bisa di buka,4,2
setelah di update bukan malah bener malah banyak bug nya ini aplikasi,4,2
bagus mudah digunakan,5,2
ini kenapa ya gabisa verifikasi terus mengganggu banget untuk nih klo gini masa setelah update minta verifikasi ulang tapi gabisa di verifikasi aneh,1,0
tolong scan gambar saat masuk jangn dipersulit sudah scan beratus kali gaada yang masuk satupun wajah sya,1,0
min ini kenapa ga bisa masuk sih ,4,2
nice,5,2
serius verifikasi foto gabisa bisa karena ga support android versi terbaru,1,0
tolong untuk pilihan delete di menu daftar transfer di adakan kembali,3,1
close terus setelah di perbaharui,1,0
aplikasi selalu forclose,1,0
aplikasi cacat,1,0
mba gkin error ,3,1
nice,5,2
ok,5,2
tolong kembalikan seperti semula gara notif fitur aksesbilitas saya gabisa buka aplikasinya saya udh ikutin semua prosedur masih gabisa juga parahnya lagi cs pada main kabur aja padahal masalah belum solved,1,0
baik dan sangat membantu,5,2
sangat baik,5,2
good,5,2
tolong dibenerin bug nya selalu looping tiap mau buka mbanking pulsa saya sampai habis tapi tetap tidak bisa terkonfirmasiterprocess layanan yg saya minta,1,0
maaf sebelumnya kenapa saldo saya di bca tiba tiba berkurang  dan kenapa kdang ada gangguan mohon di perbaiki trims,3,1
topp,5,2
dah tunggu sebulan mau war tiket kreta pas dpt tiket malah ga bisa bayar krn pemeliharaan sistem keburu tiket ludes acara gagal total,5,2
abis uodate bukan nambah bener malah eror ga ada koneksi mulu tolol dasar,1,0
aplikasi ini bagus untuk menyimpan dan mempermudah transfer uang,5,2
knpa stiap hari dpotong rb adminyakita nabung buat bank donk jd nyasaldo tiap hari brkurang,1,0
tidak mengecewakan,5,2
menu virtual acountnya loading lama bgt,1,0
kenapa sih ini verif aplikasinya susah banget lagi urgent jugaa padahal ganti kartu tiba tiba suruh verif ulang  elahh,1,0
bikin emosi,1,0
bnyak kan gaya klu malam jam  udh ga bisa transaksi smlm sy lg darurat bget mau pake danasuruh teman tftp teman blg lg ga bisaakhir nya tggu ampe ketdran uuuiibca tolong jgn bnyak perubahan ini itu dan jgn pikir diri sendiripikir org lain yg lagi darurat tengah malamtolol,1,0
force close terus setelah update sudah di coba cara lain tetap force close,1,0
layanan baik,5,2
sy buka aplikasi indikator merah sy kira minta update dan benar minta update lalu sy update setelah di update tetep hasilnya sama indikator ttp merah jd gk bisa digunakan padahal sinyal mendukung krna sy di jakarta,1,0
mantap,5,2
selalu eror melulu kalo mau transaksi tranfer,1,0
sgt mbantu,5,2
stlh update malah force close mulu udh baca ulasan ikutin saran tetep aja ga bisa min tolong segera di perbaiki ya min saya sangat butuh mbanking untuk transaksi terimakasih,3,1
ud normal,5,2
bagus,5,2
kebanyakan update padahal belum minggu update suruh update terus,3,1
apk blang ga bisa di buka,1,0
kenapa lama banget pemeliharaan nya sampe semua layanan aplikasi pembayaran ke bca ga bisa bahkan topup flazz aja ga bisa terjebak ditoll karena ga bisa topup flazz dan ga ada rest area nya,1,0
ga konsisten  maintenance dari jam  udh jam  masih ga bisa tf jg  aneh,1,0
good for transaksi,5,2
saya ingin menjadi nasabah yg penuh dgn investasi di bca,5,2
mt nya parah lama kali ujungnya ke atm juga,1,0
ngeri dengan pemeliharaan nya dari jam  sampai  subuh wow,3,1
gara gara bca maintenance terlalu lama saya kejebak di pintu tol mana bawa bayi,1,0
banyak gangguan bca mobile nya sering terjadi pemeliharaan sistem terus estimasi waktu nya kagak ngotak sampe  jam,1,0
ok,5,2
pemeliharaan sistem  jam lama bngt ga kya aplksi laen  jam pas hari mnggu lg wktunya weekend,1,0
maintenance terus,1,0
pemeliharaan sistem nya lama bikin susah buat transaksi,1,0
pemeliharaan sistem trusjadi susah mau transaksi online,1,0
kekurangan orng pintar apa bca sampai pemeliharaan sampai berjam,1,0
setiap malem minggu pasti perbaikan huhh,5,2
aplikasi busuk gangguan terus bank besar tapi aplikasi rendahan ga bisa di andelin pisan,1,0
ada ada ja kau ya pake acara ganggu an sampe jam  subuh,1,0
keren tp pas ga kerennya klu ad kendala mbanking tdk diberitahu sebelumnya jd tertunda transaksi sytolong klu klu ad kendala diberitahu,5,2
tidak ada pemberitahuan sebelumnya untuk pemeliharaan atau gangguan,1,0
kebiasaa begokk lg urgent tiba maintenance tolol bgt,1,0
terkadang jadi eror makin gk jelas aja,1,0
gangguan terus skrg mbanking konyol mau bayar qris malah gangguan bikin malu gw aja,1,0
kecewa masa transfer di batesin sekarang dari jam  sampe jam  pagi baru bisa tranfer,2,0
tiap ada maintenance knpa gak ada pemberitahuan dlu sih orang yg mau transaksi jadi kesuhan mana malem mulu tiap maintenance nya ,1,0
knpa lgi ni bca ngk bisa login,3,1
bca lagi gangguan yah,5,2
lagi urgent banget pemeliharan sistem mana lama banget lagi haduhh,1,0
sangat baik,5,2
alay pemeliharan sistem segala  sangat buruk,1,0
lagi perlu malah maintenace mendadak tidak ada pemberitahuan diawal,1,0
sangat baik,5,2
o𝘬 𝘮𝘢𝘯𝘵𝘢𝘱,5,2
tolong ditambahi fitur fingerprint biar mudah,5,2
versi  sudah ok nih,5,2
mantap sudah tidak ada perijinan yang merepotkan,5,2
kenapa susah banget verifikasi wajahnya sudah semuah bos tetep aja susah verifikasi wajahnya,1,0
potongan terlalu menekan,1,0
ok,5,2
sudah normal dan ringan app ini,5,2
sangat bagus,5,2
aplikasi ini sangat membantu dan tolong dipertahankan,5,2
lagi gga bisa dibuka bca kenapa ya,1,0
sangat membantu sayamksh bca mobile,5,2
gak bisa di bukaparah accesbilitas sudah mati masih saja tidak bisaparah²,1,0
mutasi uang masuk masa gak ada detail jamnya bank lain info mutasinya lebih lengkap tolong diupgrade info mutasi yang ditampilinnya ya,1,0
jujur aku kurang suka sama update sekarang membuat resah hp yg udah jadul gabisa pake bca mobile lagi tolong kembalikan seperti awal,3,1
biaya admin bulanannya gede bgt di banding sama bank lain parah bgt,1,0
good,5,2
kemarin bca mobile saya tak sengaja terhapus ketika saya instal kembali saya diminta aktivisi dengan memasukkan no atm sudah saya masukkan dan saya ikuti petunjuknya tetapi gagal dikirim via sms padahal sudah saya isi pulsa,5,2
versi  sudah bisa digunakan dengan aksesibilitas yg aktif semoga berupa whitelist dan bukan semua apps aksesibilitas diizinkan begitu saja agar ebanking pengguna tetap aman terima kasih,5,2
kenapa minta kode otp kirimnya lama sekalisaya tidak bisa transfermasa harus ke atm terusdan hubungi call center juga gak ada solusi,1,0
sangat membantu,5,2
kenapa di menu inbox bca tak ada lagi tulisan edit utk menghapus riwayat trasaksi,2,0
sangat membantu,5,2
kok mbanking bca ga ada buat hapus riwayat transfer sih sampe numpuk ratusan ga bisa di hapus makin ribet verfikasi ulang segala padahal enakan dulu bisa langsung di hapus,4,2
this application is very helpful and easy to use,5,2
masih fore close,2,0
gimana ini bca mobile ga bisa ke buka trus perbaiki secepat nya dong,1,0
vermuknya brengsek susah sekali,1,0
top secepat kilat sampai saat ini tidak ada kendala fc ataupun bug kadang tahun handphone juga pengaruh tahun  style prosessor perlu diupdate artinya disuruh ganti handphone ,5,2
force close dan tak bisa diakses saat update bikin saya harus login ulang lagi dan pulsa saya kepotong anda harusnya kasih tau saat update di aplikasi kalau harus matiin accessibility masa ga di pikirin,1,0
ribet ganti hp harus aktivasi lg ke cabang,1,0
dear indonesian dev do your work properly pull your head out of the s update after update its getting worst,1,0
kenapa kok sekarang apk nya gak bisa di buka koneksi terputus mulu padaha pake wifi,1,0
ko aku cek selama pengguna bca admin potongan tiap bulan  x ya  rb pdhal saya express dan potonganya k kenapa juga tf tiba langsng ke potong k bukan soal nominalnya ya kalau di kumpul kumpul jg jadi bukit saya cek mutasi jg ga muncul saat pemotongan saya pedagan kecil untung seribu dua ribu kalau gini cara nya di rugikan bangett saya,1,0
terima kasih atas pelayanan nya,5,2
membantu sekali mempermudahkita melakukan transaksi,5,2
sangat mudah dan praktis penggunaannyamembantu transaksi bisnis sy,5,2
hari ini sy mau bayar cicilan di bca virtual account tapi ga bisa dan ada tulisan maaf transaksi anda tidak dapat di pross itu kenapa,1,0
ini kenapa bca jadi makin ancur yah kok adminya gak ngotak bahkan yang seharusnya sebulan k ini ditarik jadi  hari sekali k kadang pas gajian masuk kok dipotong k ini macam mana loh bca padahal udah langganan lama pake bca yaampun iya tau k itu nominal kecil tapi kalau setiap bulan di potong k saya tidak masalah tapi ini setiap  hari sekali dan saya gajian  hari sekali itu juga dipotong sebesar kk ini macam mana lohh,1,0
tolong software di perbaiki karena tidak bisa masuk selalu gagal,5,2
mutasi nya gj amat terus biaya layanan masa satu bulan  kali cok ini gimana hade saldo gue berkurang mulu tiap bulan oke lah biya layanan satu bulan sekali ini nyampe dua kali terus kadang ga sesuai ama biaya layanan nya sendiri kadang nyedot nya lebih hade bikin ga nyaman aja nyimpen uang,1,0
kok merah mulu jaringan gabisa transaksi  perbaiki lagi dong kualitas apknya,3,1
latest update fix the problem,5,2
setelah ada fitur nonaktif aksesibilitas menjadi sangat merepotkan terlebih ada beberapa app yang memang mengharuskan aksesibilitas aktif saya memutuskan berhenti dari bank bca menarik semua uang dan pindah ke bank lain yang lebih simpel dan tidak merepotkan trims,1,0
nice app,5,2
ok,5,2
sangat bagus sekali,5,2
ok,5,2
mantab,5,2
sukses trus bca,5,2
saya sangat puas,5,2
potongan bulanan gak ngotak kntl,1,0
mau masuk susah sudah kirim pesan tapi ga diproses ga terdeteksi,1,0
ini kenapa dari tadi siang merah mulu mbca jaringan bisa buat transaksi,3,1
saldosering kepotong ngga jelas walau kecil tp rutin,2,0
melakukan transaksi dimanapun dan kapanpun dengan mudah,5,2
sudah bisa berfungsi seperti semula di v  tidak perlu lagi mematikan fungsi accessibility di aplikasi lain,5,2
kenapa skrng kena biaya admin gk ada mutasi nya yatolong di jwb,4,2
good,5,2
saya pelangan sangka kecewa berat untuk para admin dan para bosa bca gw sumpahin semoga sehat selalu dan miskin heumur hidup bangkrut supaya bisa ngerasain posisi saya yg sekarang yg sudah kecewa berat amin,1,0
setelah update malah gbsa hapus inbox tf  balikin fitur yg lama,1,0
siapa yg masih kasih ulasan di nov ,5,2
ok,5,2
habis diupdate lampu indikator malah merah terus transaksi tdk bisa dilakukan terpaksa harus ke atm mana atm jauh banget dari rumah  sudah sampai malam begini belum bagus aplikasinya ,1,0
zaman gini mau aktivasi masih pakai pulsa sdh ga zaman mahal lg ini sdh zaman onlinepulsa sdh ga laku,1,0
force close i did try deactive all the accessibility service etc application still crashing after install new update  app still crsshing when i give permission to read phone and location still crashing the solution is useless why use a free app with conditions still cant use this appanjing sial bener versi  ttp ga bisa dipake ni aplikasi ngentot la,1,0
knapa pas ganti hp ga bisa masuk lgi padahal tau angka  digit nya,1,0
info  transaksi sebesar rb ke dana ada notif jumlah transaksi dibawah minimum bla bla bla gitu  intinya gagal tuh transaksinya tapi entah mengapa saldo kepotong sebesar rb  logika nya dimana di liat di mutasi gak ada transaksi tpi saldo kepotong penjelasan nya gimana  jangan liat jumlah nya yang kecil sekarang gini dengan jumlah yang kecil aja bisa kejadian begitu gimana orang mau percaya transaksi jumlah yang besar tolong di tanggapi pihak bca terimakasih,1,0
